Breed Name,Description,Dog Size,Dog Breed Group,Height,"Avg. Height, cm",Weight,"Avg. Weight, kg",Life Span,"Avg. Life Span, years",Adaptability,Adapts Well To Apartment Living,Good For Novice Owners,Sensitivity Level,Tolerates Being Alone,Tolerates Cold Weather,Tolerates Hot Weather,All Around Friendliness,Affectionate With Family,Kid-Friendly,Dog Friendly,Friendly Toward Strangers,Health And Grooming Needs,Amount Of Shedding,Drooling Potential,Easy To Groom,General Health,Potential For Weight Gain,Size,Trainability,Easy To Train,Intelligence,Potential For Mouthiness,Prey Drive,Tendency To Bark Or Howl,Wanderlust Potential,Physical Needs,Energy Level,Intensity,Exercise Needs,Potential For Playfulness
Scottish Deerhound,"Scottish Deerhounds are large and noble dogs known for their graceful appearance and gentle nature. They are loyal and dignified companions, often forming strong bonds with their families.
",Very Large,Hound Dogs,28 to 32 inches tall at the shoulder,76.2,75 to 110 pounds,41.62,8 to 11 years,10,2.2,1,1,3,2,4,4,3.67,5,4,2,5,3,5,1,2,3,4,5,3,2,3,4,5,1,4,5,5,5,5,5
Scottish Terrier,"Scottish Terriers, or Scotties, are small but sturdy dogs known for their distinctive silhouette and spirited personality. They are intelligent and independent companions, often forming strong bonds with their families.
",Medium,Terrier Dogs,Up to 10 inches tall at the shoulder,25.4,18 to 22 pounds,9,11 to 13 years,12,3.4,4,2,4,3,4,3,4.33,5,4,4,4,2.4,2,1,2,4,3,2,3,1,4,3,3,4,5,4,4,4,4,4
Sealyham Terrier,"Sealyham Terriers are small and charming dogs known for their distinctive white coat and cheerful disposition. They are intelligent and playful companions, often forming strong bonds with their families.
",Medium,Terrier Dogs,Up to 10 inches tall at the shoulder,25.4,22 to 24 pounds,10.35,12 to 14 years,13,3.6,4,4,4,2,4,3,4,4,4,4,3,3.2,4,3,1,5,3,2,3,3,4,2,2,4,3,3.33,4,2,4,4
Sheepadoodle,"Sheepadoodles are a mix of Old English Sheepdogs and Poodles, combining the breeds' intelligence and hypoallergenic coat. They are loyal and affectionate dogs, often forming strong bonds with their families.
",Very Large,Mixed Breed Dogs,16 to 22 inches,48.26,60 to 80 pounds,31.5,12 to 15 years,14,3.8,4,4,5,2,4,3,4.67,5,5,4,4,2.6,1,1,3,4,4,4,2.8,3,5,3,1,2,2,3.67,4,3,4,5
Shepsky,"Shepskies are a mix of German Shepherds and Siberian Huskies, combining the breeds' intelligence and strength. They are loyal and energetic dogs, often forming strong bonds with their families.
",Very Large,Mixed Breed Dogs,20 to 25 inches,57.15,45 to 88 pounds ,29.92,10 to 14 years ,12,2.4,1,1,4,2,4,3,4,5,4,3,4,3,4,2,3,4,2,4,4,4,5,4,4,3,2,4.67,5,4,5,5
Shetland Sheepdog,"Shetland Sheepdogs, or Shelties, are small herding dogs known for their intelligence and agility. They are loyal and affectionate companions, often excelling in herding and obedience activities.
",Medium,Herding Dogs,13 to 16 inches tall at the shoulder,36.83,Starts at 20 pounds,9,12 to 15 years,14,3.2,2,3,5,2,4,3,4.67,5,5,4,5,3,5,1,2,4,3,2,3.6,5,5,1,3,4,2,3.33,4,2,4,4
Shiba Inu,"Shiba Inus are Japanese hunting dogs known for their spirited personality and fox-like appearance. They are independent and confident companions, often forming strong bonds with their families.
",Medium,Companion Dogs,13 to 17 inches tall at the shoulder,38.1,17 to 23 pounds,9,12 to 16 years,14,4.2,5,4,3,5,4,3,3.33,4,3,3,3,2.8,4,1,4,3,2,2,3.4,2,4,4,3,4,4,3,4,2,3,3
Shichon,"Shichons are a mix of Shih Tzus and Bichon Frises, combining the breeds' small size and affectionate nature. They are playful and sociable dogs, often forming strong bonds with their families.
",Medium,Mixed Breed Dogs,9 to 12 inches,26.67,9 to 15 pounds,5.4,12 to 18 years,15,3.2,5,4,4,1,2,2,4.67,5,5,4,4,2.6,1,1,4,4,3,2,2.2,3,4,1,1,2,1,3,4,2,3,5
Shih-Poo,"Shih-Poos are a mix of Shih Tzus and Poodles, combining the breeds' small size and hypoallergenic coat. They are affectionate and playful dogs, often forming strong bonds with their families.
",Medium,Mixed Breed Dogs,8 to 18 inches ,33.02,8 to 18 pounds ,5.85,13 to 17+ years ,15,3.2,5,2,4,2,3,2,3.33,5,3,2,4,2.2,1,1,2,3,4,1,2.6,2,4,3,2,2,2,2,3,1,2,4
Shih Tzu,"Shih Tzus are small and affectionate dogs known for their long and flowing coat and friendly nature. They are loyal and outgoing companions, often forming strong bonds with their families.
",Medium,Companion Dogs,9 to 10 inches tall at the shoulder,24.13,9 to 16 pounds,5.62,10 to 16 years,13,3.8,5,5,3,3,3,1,4.33,5,4,4,5,2.4,3,1,1,3,4,1,3.4,3,4,4,4,2,2,2.33,2,3,2,4
Shikoku,"Shikokus are Japanese hunting dogs known for their agile and alert nature. They are intelligent and independent companions, often forming strong bonds with their families.
",Very Large,Companion Dogs,17 to 22 inches,49.53,35 to 55 pounds,20.25,10 to 12 years,11,3.2,3,2,3,3,5,4,3,4,3,2,2,3.6,4,1,4,5,4,3,2.8,2,4,2,4,2,3,3,3,3,3,2
Shiloh Shepherd,"Shiloh Shepherds are large and gentle dogs known for their calm demeanor and loyal nature. They are affectionate and protective companions, often forming strong bonds with their families.
",Very Large,Working Dogs,26 to 30 inches ,71.12,80 to 130 pounds ,47.25,9 to 14 years ,12,2.8,1,2,4,2,5,4,4.67,5,5,4,5,3.6,4,3,4,3,4,5,3.8,5,5,4,1,4,3,4,4,4,4,5
Shiranian,"Shiranians are a mix of Shih Tzus and Pomeranians, combining the breeds' small size and affectionate nature. They are playful and sociable dogs, often forming strong bonds with their families.
",Small,Mixed Breed Dogs,7 to 12 inches,24.13,4 to 16 pounds ,4.5,12 to 16 years,14,3.2,4,4,4,2,2,1,3.67,5,3,3,4,2.2,2,2,2,2,3,2,2,2,4,1,1,2,2,2.33,2,3,2,4
Shollie,"Shollies are a mix of German Shepherds and Border Collies, combining the breeds' intelligence and agility. They are loyal and energetic dogs, often excelling in various canine sports and activities.
",Very Large,Mixed Breed Dogs,21 to 29 inches,63.5,70 to 80 pounds,33.75,13 to 15 years,14,2.4,1,2,3,2,4,4,3.67,4,4,3,2,3.2,4,2,3,3,4,4,3.4,4,4,3,3,3,4,4.33,5,4,4,4
Shorkie,"Shorkies are a mix of Shih Tzus and Yorkshire Terriers, combining the breeds' small size and affectionate nature. They are playful and sociable dogs, often forming strong bonds with their families.
",Small,Mixed Breed Dogs,6 to 14 inches,25.4,5 to 15 pounds ,4.5,11 to 16 years ,14,2.8,5,3,3,1,2,2,3,4,3,2,3,2.4,2,1,4,2,3,1,3,2,3,2,4,4,3,3,4,3,2,5
Siberian Husky,"Siberian Huskies are athletic and independent dogs known for their striking appearance and strong-willed nature. They are intelligent and energetic companions, often excelling in various canine sports and activities.
",Very Large,Working Dogs,20 to 23 inches tall at the shoulder,54.61,35 to 60 pounds,21.38,12 to 15 years,14,2.6,2,1,4,1,5,3,5,5,5,5,5,3,4,3,2,4,2,3,3.4,2,3,4,3,5,5,4.33,5,3,5,5
Silken Windhound,"Silken Windhounds are elegant and graceful dogs known for their silky coat and athleticism. They are affectionate and loyal companions, often forming strong bonds with their families.
",Large,Hound Dogs,18 to 23.5 inches,38.95,20 to 55 pounds,16.88,14 to 20 years,17,3.6,4,4,4,2,4,4,4,5,4,3,4,2.8,2,2,4,4,2,3,3.6,5,4,3,5,1,4,3.33,4,2,4,5
Silky Terrier,"Silky Terriers are small and elegant dogs known for their silky coat and confident personality. They are intelligent and spirited companions, often forming strong bonds with their families.
",Small,Companion Dogs,9 to 10 inches tall at the shoulder,24.13,8 to 10 pounds,4.05,12 to 15 years,14,3,5,3,3,3,1,4,3,4,3,2,3,2.8,2,1,4,4,3,1,3.8,4,4,2,5,4,3,3.67,4,4,3,4
Skye Terrier,"Skye Terriers are Scottish dogs known for their distinctive long coat and courageous demeanor. They are loyal and independent companions, often forming strong bonds with their families.
",Large,Terrier Dogs,9 to 10 inches tall at the shoulder,24.13,25 to 40 pounds,14.62,12 to 14 years,13,3.4,4,4,3,2,4,4,3.33,4,4,2,5,3,3,1,3,5,3,2,3.4,2,4,3,4,4,4,3.33,3,4,3,4
Sloughi,"Sloughis are North African sighthounds known for their sleek build and independent nature. They are loyal and dignified companions, often forming strong bonds with their families.
",Very Large,Hound Dogs,24 to 29 inches tall at the shoulder,67.31,40 to 63 pounds,23.18,12 to 16 years,14,3,4,2,4,3,2,3,4.67,5,5,4,3,2.8,3,1,5,3,2,4,3.4,3,4,3,5,2,3,4.33,5,3,5,3
Small Munsterlander Pointer,"Small Munsterlander Pointers are versatile hunting dogs known for their intelligence and enthusiasm. They are loyal and energetic companions, often excelling in various hunting and field trials.
",Very Large,Sporting Dogs,19 to 22 inches tall at the shoulder,52.07,40 to 60 pounds,22.5,12 to 14 years,13,3,1,2,3,4,5,3,5,5,5,5,4,3,3,1,3,5,3,3,4.2,5,5,3,5,3,4,4.67,4,5,5,4
Soft Coated Wheaten Terrier,"Soft Coated Wheaten Terriers are medium-sized dogs known for their soft and silky coat and friendly personality. They are affectionate and playful companions, often forming strong bonds with their families.
",Large,Terrier Dogs,17 to 19 inches tall at the shoulder,45.72,30 to 40 pounds,15.75,12 to 15 years,14,3.4,5,4,4,2,2,3,5,5,5,5,5,2.6,2,1,3,4,3,3,3.2,4,4,2,3,3,4,3.67,4,3,4,5
Spanish Mastiff,"Spanish Mastiffs are giant and noble dogs known for their imposing size and gentle nature. They are calm and protective companions, often forming strong bonds with their families.
",Very Large,Working Dogs,26 to 35 inches,77.47,140 to 220 pounds,81,10 to 12 years,11,2.6,2,1,3,3,4,3,3.33,4,4,2,2,3,3,2,3,4,3,5,2,2,4,2,1,1,2,2.67,3,2,3,4
Spinone Italiano,"Spinoni Italianos are Italian hunting dogs known for their shaggy coat and affectionate nature. They are intelligent and loyal companions, often excelling in hunting and retrieving activities.
",Very Large,Sporting Dogs,22 to 28 inches,63.5,61 to 86 pounds,33.08,10 to 14 years,12,3.8,4,4,5,2,4,3,5,5,5,5,5,2.8,3,4,2,3,2,4,3.2,4,4,2,4,2,2,3.33,4,2,4,4
Springador,"Springadors are a mix of Labrador Retrievers and English Springer Spaniels, combining the breeds' intelligence and athleticism. They are energetic and affectionate dogs, often forming strong bonds with their families.
",Very Large,Mixed Breed Dogs,18 to 24 inches,53.34,50 to 90 pounds,31.5,10 to 14 years,12,2.8,2,3,4,1,4,4,3.33,4,3,3,3,3,1,2,4,4,4,4,3.8,5,5,2,4,3,4,3.67,4,3,4,4
Stabyhoun,"Stabyhouns are Dutch sporting dogs known for their friendly demeanor and versatility. They are intelligent and loyal companions, often excelling in various canine sports and activities.
",Very Large,Sporting Dogs,19 to 20 inches tall at the shoulder,49.53,45 to 50 pounds,21.38,13 to 14 years,14,2.8,2,3,4,3,2,2,4.67,5,5,4,3,3,3,1,3,5,3,3,3.6,5,5,1,4,3,3,3.67,3,4,4,5
Staffordshire Bull Terrier,"Staffordshire Bull Terriers are muscular and agile dogs known for their courage and affectionate nature. They are loyal and tenacious companions, often forming strong bonds with their families.
",Large,Terrier Dogs,14 to 16 inches tall at the shoulder,38.1,24 to 38 pounds,13.95,12 to 14 years,13,2.6,3,1,4,2,3,1,3.67,5,5,1,5,3.6,3,3,5,3,4,2,2.4,2,3,2,2,3,4,3.33,3,3,4,5
Staffy Bull Bullmastiff,"Staffy Bull Bullmastiffs are a mix of Staffordshire Bull Terriers and Bullmastiffs, combining the breeds' strength and loyalty. They are affectionate and protective dogs, often forming strong bonds with their families.
",Very Large,Hybrid Dogs,14 to 27 inches,52.07,38 to 130 pounds,37.8,12 to 16 years,14,2.6,4,1,3,2,3,1,3.33,5,4,1,1,2.8,3,2,4,3,2,4,2,1,3,3,2,1,2,2,1,4,1,3
Standard Schnauzer,"Standard Schnauzers are medium-sized dogs known for their distinctive beard and eyebrows and spirited personality. They are intelligent and alert companions, often excelling in various canine sports and activities.
",Large,Working Dogs,17 to 20 inches tall at the shoulder,46.99,30 to 50 pounds,18,13 to 16 years,14,3.2,4,2,4,2,4,4,3.67,4,4,3,2,2,1,1,2,5,1,3,3.6,3,5,3,5,2,5,4.33,5,3,5,5
Sussex Spaniel,"Sussex Spaniels are British sporting dogs known for their long and low build and affectionate nature. They are loyal and good-natured companions, often forming strong bonds with their families.
",Large,Sporting Dogs,13  inch to 15 inches tall at the shoulder,35.56,35 to 45 pounds,18,11 to 14 years,12,4.2,5,5,5,1,5,5,5,5,5,5,5,3.4,3,1,4,4,5,2,3,3,5,2,1,4,1,1.67,2,1,2,4
Swedish Lapphund,"Swedish Lapphunds are Swedish herding dogs known for their thick coat and alert nature. They are intelligent and loyal companions, often excelling in herding and obedience activities.
",Large,Herding Dogs,16 to 20 inches ,45.72,30 to 45 pounds ,16.88,12 to 14 years,13,3,2,2,4,2,5,2,4,4,4,4,4,2.6,4,2,2,3,2,3,3.8,4,5,4,2,4,2,3.33,3,4,3,4
Swedish Vallhund,"Swedish Vallhunds are Swedish herding dogs known for their sturdy build and cheerful personality. They are intelligent and energetic companions, often excelling in herding and obedience activities.
",Large,Herding Dogs,11 inches to 13 inch tall at the shoulder,30.48,22 to 35 pounds,12.82,12 to 15 years,14,2.8,3,1,3,3,4,3,4,5,4,3,5,3.6,4,1,5,4,4,3,3.4,5,5,2,4,1,3,4.33,5,3,5,5
Taiwan Dog,"Taiwan Dogs are Taiwanese hunting dogs known for their loyalty and agility. They are intelligent and alert companions, often forming strong bonds with their families.
",Large,Hound Dogs,16 to 21 inches,46.99,25 to 40 pounds,14.62,10 to 13 years,12,2.8,3,2,3,2,4,4,3.67,4,3,4,2,3.4,3,3,4,4,3,3,3.6,4,4,3,4,3,4,3.67,4,3,4,4
Terripoo,"Terripoos are a mix of Terriers and Poodles, combining the breeds' intelligence and hypoallergenic coat. They are playful and affectionate dogs, often forming strong bonds with their families.
",Medium,Mixed Breed Dogs,9 to 15 inches,30.48,10 to 14 pounds,5.4,10 to 15 years,12,3.2,5,5,2,1,3,4,4,5,4,3,3,2.2,1,1,3,3,3,1,3.6,4,5,2,4,3,3,4,5,3,4,5
Texas Heeler,"Texas Heelers are a mix of Australian Cattle Dogs and Australian Shepherds, combining the breeds' herding instinct and intelligence. They are energetic and loyal dogs, often forming strong bonds with their families.
",Large,Mixed Breed Dogs,16 to 22 inches,48.26,25 to 50 pounds,16.88,12 to 15 years,14,3,2,3,3,3,4,3,3.33,4,3,3,3,3.4,4,2,3,3,5,3,3.4,3,5,4,3,2,4,4.33,5,3,5,4
Thai Ridgeback,"Thai Ridgebacks are Thai hunting dogs known for their distinctive ridge of hair along their back and independent nature. They are loyal and protective companions, often forming strong bonds with their families.
",Very Large,Companion Dogs,20 to 24 inches,55.88,35 to 75 pounds,24.75,10 to 13 years,12,2.4,2,2,2,2,4,3,2.67,3,2,3,3,3.2,3,2,4,4,3,3,2.8,2,4,2,4,2,4,4,4,4,4,3
Tibetan Mastiff,"Tibetan Mastiffs are large and powerful dogs known for their impressive mane and protective nature. They are loyal and independent guardians, often forming strong bonds with their families.
",Very Large,Working Dogs,24 inches to 26 inches tall at the shoulder,63.5,75 to 160 pounds,52.88,10 to 14 years,12,2.6,1,1,5,1,5,2,5,5,5,5,2,3,2,2,4,3,4,5,3.2,1,5,5,3,2,3,2.67,4,2,2,5
Tibetan Spaniel,"Tibetan Spaniels are small and alert dogs known for their lion-like appearance and friendly personality. They are affectionate and loyal companions, often forming strong bonds with their families.
",Medium,Companion Dogs,From 10 inches tall at the shoulder,25.4,9 to 15 pounds,5.4,12 to 15 years,14,3.2,5,4,5,1,1,2,4.67,5,5,4,3,3.2,3,1,4,5,3,1,3.6,4,4,3,3,4,3,3.33,3,3,4,4
Tibetan Terrier,"Tibetan Terriers are medium-sized dogs known for their long and shaggy coat and playful demeanor. They are affectionate and intelligent companions, often forming strong bonds with their families.
",Medium,Companion Dogs,14 to 16 inches tall at the shoulder,38.1,20 to 24 pounds,9.9,12 to 15 years,14,3.4,5,3,4,1,4,4,4.67,5,5,4,3,2.2,1,1,1,5,3,2,3.2,4,4,2,2,4,3,4.67,5,4,5,5
Toy Fox Terrier,"Toy Fox Terriers are small and lively dogs known for their sleek coat and spirited personality. They are intelligent and confident companions, often forming strong bonds with their families.
",Very Small,Companion Dogs,8 to 11 inches at the shoulder,24.13,3 to 7 pounds,2.25,13 to 14 years,14,3,5,3,4,1,2,3,4,5,4,3,3,3.4,4,1,5,5,2,1,3.6,3,4,2,5,4,4,4.67,5,4,5,5
Transylvanian Hound,"Transylvanian Hounds are Hungarian hunting dogs known for their endurance and determination. They are intelligent and tenacious companions, often excelling in hunting and tracking activities.
",Very Large,Hound Dogs,18 to 25 inches,54.61,55 to 77 pounds,29.7,10 to 12 years,11,2.6,3,2,2,3,3,3,3.33,4,3,3,2,3.4,3,3,4,4,3,3,3.2,2,4,3,4,3,4,4.33,4,4,5,4
Treeing Tennessee Brindle,"Treeing Tennessee Brindles are American hunting dogs known for their keen sense of smell and distinctive brindle coat. They are intelligent and determined companions, often excelling in hunting and tracking activities.
",Large,Hound Dogs,16 to 24 inches tall at the shoulder,50.8,30 to 45 pounds,16.88,10 to 12 years,11,2.2,1,2,3,2,3,3,4,4,4,4,3,3.8,4,3,5,4,3,3,3,3,4,3,4,1,1,4.33,4,4,5,3
Treeing Walker Coonhound,"Treeing Walker Coonhounds are American hunting dogs known for their speed and agility. They are intelligent and energetic companions, often excelling in hunting and tracking activities.
",Very Large,Hound Dogs,20 to 27 inches tall at the shoulder,59.69,45 to 80 pounds,28.12,12 to 13 years,12,2.6,1,2,5,2,3,3,3.67,4,4,3,3,3.4,3,2,5,4,3,4,3.6,2,4,3,4,5,5,4.33,4,4,5,3
Valley Bulldog,"Valley Bulldogs are a mix of Boxers and English Bulldogs, combining the breeds' strength and affectionate nature. They are loyal and playful dogs, often forming strong bonds with their families.
",Very Large,Mixed Breed Dogs,12 to 25 inches,46.99,50 to 125 pounds ,39.38,8 to 12 years,10,2.8,4,3,4,2,1,1,4,5,4,3,4,3.8,4,3,5,3,4,4,3,3,3,2,3,4,1,4,4,4,4,4
Vizsla,"Vizslas are Hungarian sporting dogs known for their sleek build and boundless energy. They are affectionate and loyal companions, often excelling in various canine sports and activities.
",Very Large,Sporting Dogs,21 to 24 inches tall at the shoulder,57.15,45 to 65 pounds,24.75,10 to 14 years,12,2.2,1,3,5,1,1,4,5,5,5,5,5,2.8,2,1,5,4,2,3,4,5,4,4,2,5,5,4.67,5,4,5,5
Weimaraner,"Weimaraners are sleek and elegant dogs known for their distinctive gray coat and intelligence. They are energetic and loyal companions, often excelling in various canine sports and activities.
",Very Large,Sporting Dogs,23 to 27 inches tall at the shoulder,63.5,55 to 85 pounds,31.5,11 to 13 years,12,2.4,1,2,5,1,3,4,4,5,4,3,3,3.6,4,4,5,3,2,4,4.2,4,5,5,5,2,5,5,5,5,5,5
Welsh Springer Spaniel,"Welsh Springer Spaniels are Welsh sporting dogs known for their cheerful disposition and distinctive red and white coat. They are affectionate and energetic companions, often forming strong bonds with their families.
",Very Large,Sporting Dogs,17 to 19 inches tall at the shoulder,45.72,35 to 55 pounds,20.25,10 to 15 years,12,3.6,4,4,5,1,4,4,4.67,5,5,4,3,3.2,3,1,4,4,4,3,4.2,5,5,3,3,5,5,4.67,5,4,5,4
Welsh Terrier,"Welsh Terriers are medium-sized dogs known for their wiry coat and spirited personality. They are intelligent and confident companions, often forming strong bonds with their families.
",Medium,Terrier Dogs,14 to 15 inches tall at the shoulder,36.83,Up to 20 pounds,9,10 to 14 years,12,2.6,3,3,3,2,2,2,4.67,4,5,5,4,2.6,2,1,2,5,3,2,3.8,3,5,2,5,4,4,5,5,5,5,5
West Highland White Terrier,"West Highland White Terriers, or Westies, are small but sturdy dogs known for their white coat and friendly nature. They are affectionate and playful companions, often forming strong bonds with their families.
",Medium,Terrier Dogs,10 to 11 inches tall at the shoulder,26.67,13 to 22 pounds,7.88,12 to 16 years,14,3.6,4,4,4,2,4,3,4.67,5,4,5,3,3,4,1,3,3,4,2,3.6,4,4,2,4,4,3,4,4,4,4,4
Westiepoo,"Westiepoos are a mix of West Highland White Terriers and Poodles, combining the breeds' small size and hypoallergenic coat. They are playful and affectionate dogs, often forming strong bonds with their families.
",Large,Mixed Breed Dogs,11 to 17 inches,35.56,20 to 35 pounds,12.38,12 to 15 years,14,3,3,4,4,1,3,3,4,4,4,4,4,3,1,1,5,4,4,2,3.6,4,4,3,4,3,3,4,4,4,4,5
Whippet,"Whippets are sleek and athletic dogs known for their speed and grace. They are gentle and affectionate companions, often excelling in various canine sports and activities.
",Large,Hound Dogs,18 to 22 inches tall at the shoulder,50.8,18 to 48 pounds,14.85,12 to 15 years,14,3.2,5,3,5,2,1,4,4.67,5,5,4,4,2.6,2,1,5,4,1,3,3.6,4,4,4,5,1,4,4,5,2,5,5
Whoodle,"Whoodles are a mix of Soft Coated Wheaten Terriers and Poodles, combining the breeds' intelligence and hypoallergenic coat. They are playful and sociable dogs, often forming strong bonds with their families.
",Large,Mixed Breed Dogs,12 to 20 inches,40.64,20 to 45 pounds,14.62,12 to 15 years,14,2.6,4,1,3,1,4,2,3.67,4,4,3,4,2.4,2,1,3,4,2,3,2,2,4,1,2,1,3,4,4,4,4,4
Wirehaired Pointing Griffon,"Wirehaired Pointing Griffons are versatile hunting dogs known for their wiry coat and keen sense of smell. They are intelligent and energetic companions, often excelling in hunting and field trials.
",Very Large,Sporting Dogs,20 to 24 inches tall at the shoulder,55.88,50 to 60 pounds,24.75,10 to 14 years,12,2.6,1,3,4,1,4,3,4.67,5,5,4,5,2.4,1,1,3,4,3,3,4.2,5,5,3,4,4,4,4,5,3,4,5
Xoloitzcuintli,"Xoloitzcuintlis, or Mexican Hairless Dogs, are ancient Aztec dogs known for their hairless skin and loyal nature. They are intelligent and affectionate companions, often forming strong bonds with their families.
",Large,Companion Dogs,18 inches to 23 inches tall at the shoulder,52.07,10 to 50 pounds,13.5,14 to 20 years,17,3,5,1,5,1,3,3,3.33,5,3,2,1,3,1,1,5,5,3,3,4.2,3,5,3,5,5,5,3,3,3,3,3
Yakutian Laika,"Yakutian Laikas are Russian sled dogs known for their endurance and resilience in harsh climates. They are loyal and hardworking companions, often forming strong bonds with their families.
",Very Large,Working Dogs,20 to 23 inches,54.61,40 to 55 pounds,21.38,10 to 12 years,11,2.6,1,3,3,1,5,3,4.33,5,4,4,4,3.2,4,2,3,4,3,3,3.4,4,4,2,3,4,3,4,4,3,5,4
Yorkipoo,"Yorkipoos are a mix of Yorkshire Terriers and Poodles, combining the breeds' small size and hypoallergenic coat. They are playful and affectionate dogs, often forming strong bonds with their families.
",Small,Hybrid Dogs,7 to 15 inches tall at the shoulder,27.94,3 to 14 pounds,3.82,10 to 15 years,12,3.8,5,5,4,3,2,3,4,5,4,3,2,2.2,1,1,4,3,2,1,3.8,4,4,3,3,5,2,3.67,5,3,3,4
Yorkshire Terrier,"Yorkshire Terriers, or Yorkies, are small and spirited dogs known for their silky coat and confident personality. They are affectionate and lively companions, often forming strong bonds with their families.",Very Small,Companion Dogs,8 to 9 inches tall at the shoulder,21.59,4 to 6 pounds,2.25,12 to 15 years,14,3.6,5,4,5,2,2,2,3,4,2,3,2,2.2,2,1,2,4,2,1,2.6,3,3,2,2,3,3,4.33,5,4,4,5
